ref_id_group_0,ref_id_group_1,ref_id_group_2,ref_id_group_3,ref_id_group_4,ref_id_group_5,ref_id_group_6,original_index_group_0,original_index_group_1,original_index_group_2,original_index_group_3,original_index_group_4,original_index_group_5,original_index_group_6,temperature_group_0,temperature_group_1,temperature_group_2,temperature_group_3,temperature_group_4,temperature_group_5,temperature_group_6,gamma_group_0,gamma_group_1,gamma_group_2,gamma_group_3,gamma_group_4,gamma_group_5,gamma_group_6,r2_group_0,r2_group_1,r2_group_2,r2_group_3,r2_group_4,r2_group_5,r2_group_6,inv_temperature_group_0,inv_temperature_group_1,inv_temperature_group_2,inv_temperature_group_3,inv_temperature_group_4,inv_temperature_group_5,inv_temperature_group_6,ln_gamma_group_0,ln_gamma_group_1,ln_gamma_group_2,ln_gamma_group_3,ln_gamma_group_4,ln_gamma_group_5,ln_gamma_group_6
"[3, 3, 3, 3, 3, 3, 3]","[166, 166, 166, 166]",,,,,,"[4725, 4726, 4727, 4728, 4729, 4730, 4731]","[42480, 42481, 42482, 42483]",,,,,,"[301.75, 302.25, 312.25, 322.85, 333.35, 343.85, 354.25]","[303.15, 313.15, 323.15, 333.15]",,,,,,"[0.352, 0.352, 0.357, 0.362, 0.366, 0.371, 0.375]","[0.31, 0.32, 0.34, 0.34]",,,,,,0.999408804873002,0.9069803815498616,,,,,,"[0.0033140016570008283, 0.0033085194375516956, 0.0032025620496397116, 0.0030974136595942384, 0.0029998500074996247, 0.002908244874218409, 0.0028228652081863093]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,,"[-1.04412410338404, -1.04412410338404, -1.030019497202498, -1.016111067156366, -1.0051219455807707, -0.991553216374702, -0.9808292530117262]","[-1.171182981502945, -1.1394342831883648, -1.0788096613719298, -1.0788096613719298]",,,,,
"[186, 186, 186]","[18, 18, 18, 18, 18, 18, 18, 18]",,,,,,"[47577, 47578, 47579]","[2190, 2191, 2192, 2193, 2194, 2195, 2196, 2197]",,,,,,"[308.15, 318.15, 328.15]","[313.15, 313.15, 333.15, 333.15, 353.15, 353.15, 373.15, 373.15]",,,,,,"[0.37, 0.367, 0.366]","[0.388, 0.432, 0.41, 0.44, 0.437, 0.447, 0.432, 0.464]",,,,,,0.9330117390432512,0.4601477852848805,,,,,,"[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088]","[0.003193357815743254, 0.003193357815743254, 0.0030016509079994, 0.0030016509079994, 0.002831657935721365, 0.002831657935721365, 0.0026798874447273215, 0.0026798874447273215]",,,,,,"[-0.9942522733438669, -1.0023934309275668, -1.0051219455807707]","[-0.9467499393588635, -0.8393296907380268, -0.8915981192837836, -0.8209805520698302, -0.8278220838865469, -0.8051966843685682, -0.8393296907380268, -0.7678707267558817]",,,,,
"[92, 92, 92, 92, 92]","[205, 205, 205]",,,,,"[218, 210, 210]","[37810, 37811, 37812, 37813, 37814]","[51615, 51616, 51617]",,,,,"[53066, 52616, 52617]","[308.15, 318.15, 328.15, 338.15, 348.15]","[312.75, 322.55, 332.55]",,,,,"[303.0, 303.0, 323.0]","[158.0, 138.0, 122.0, 110.0, 98.0]","[91.5, 80.1, 75.3]",,,,,"[71.7, 71.7, 60.4]",0.9994322225247146,0.9619909009696206,,,,,1.0,"[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664]","[0.0031974420463629096, 0.003100294527980158, 0.0030070666065253344]",,,,,"[0.0033003300330033004, 0.0033003300330033004, 0.0030959752321981426]","[5.062595033026967, 4.927253685157205, 4.804021044733257, 4.700480365792417, 4.584967478670572]","[4.516338972281476, 4.383275854074314, 4.321480134805848]",,,,,"[4.272490747605575, 4.272490747605575, 4.100989104940769]"
"[116, 116, 116, 116, 116]","[52, 52, 52, 52, 52, 52]",,,,,,"[32265, 32266, 32267, 32268, 32269]","[9856, 9857, 9858, 9859, 9860, 9861]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[0.833, 0.841, 0.858, 0.874, 0.891]","[0.81, 0.816, 0.836, 0.855, 0.87, 0.887]",,,,,,0.9994502325947682,0.9824964809461852,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[-0.1827216368152944, -0.17316361900918903, -0.15315117949417478, -0.1346749033266016, -0.11541085151132773]","[-0.21072103131565253, -0.2033409240180301, -0.17912666589743548, -0.15665381004537685, -0.13926206733350766, -0.11991029667255755]",,,,,
"[116, 116, 116, 116, 116]","[52, 52, 52, 52, 52, 52]",,,,,,"[32290, 32291, 32292, 32293, 32294]","[9862, 9863, 9864, 9865, 9866, 9867]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[1.32, 1.27, 1.17, 1.09, 1.02]","[1.29, 1.17, 1.09, 1.02, 0.95, 0.894]",,,,,,0.9996822623477308,0.99824884846617,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.27763173659827955, 0.23901690047049992, 0.1570037488096647, 0.08617769624105241, 0.01980262729617973]","[0.25464221837358075, 0.1570037488096647, 0.08617769624105241, 0.01980262729617973, -0.05129329438755058, -0.11204950380862289]",,,,,
"[116, 116, 116, 116, 116]","[52, 52, 52, 52, 52, 52]",,,,,,"[32270, 32271, 32272, 32273, 32274]","[9874, 9875, 9876, 9877, 9878, 9879]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[1.13, 1.15, 1.17, 1.19, 1.22]","[1.09, 1.11, 1.14, 1.16, 1.18, 1.2]",,,,,,0.988985251406032,0.9969403006824784,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.12221763272424911, 0.13976194237515863, 0.1570037488096647, 0.17395330712343798, 0.19885085874516517]","[0.08617769624105241, 0.10436001532424286, 0.131028262406404, 0.14842000511827322, 0.16551443847757333, 0.1823215567939546]",,,,,
"[116, 116, 116, 116, 116]","[52, 52, 52, 52, 52, 52]",,,,,,"[32285, 32286, 32287, 32288, 32289]","[9880, 9881, 9882, 9883, 9884, 9885]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[1.03, 0.992, 0.931, 0.878, 0.831]","[0.991, 0.912, 0.861, 0.812, 0.753, 0.723]",,,,,,0.9995568653436232,0.9964774040316264,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.02955880224154443, -0.008032171697264267, -0.07149600170506992, -0.1301086853470204, -0.18512548412668892]","[-0.00904074465214907, -0.09211528890780563, -0.14966077455440627, -0.20825493882045903, -0.2836900511822435, -0.3243460568233724]",,,,,
"[116, 116, 116, 116, 116]","[52, 52, 52, 52, 52, 52]",,,,,,"[32275, 32276, 32277, 32278, 32279]","[9886, 9887, 9888, 9889, 9890, 9891]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[1.63, 1.64, 1.66, 1.69, 1.72]","[1.54, 1.56, 1.59, 1.62, 1.64, 1.66]",,,,,,0.9863342556306472,0.9950003260286152,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.4885800148186709, 0.494696241836107, 0.5068176023684519, 0.5247285289349821, 0.5423242908253617]","[0.43178241642553783, 0.44468582126144574, 0.4637340162321402, 0.4824261492442928, 0.494696241836107, 0.5068176023684519]",,,,,
"[118, 118, 118, 118, 118]","[22, 22, 22, 22, 22, 22]",,,,,,"[32690, 32691, 32692, 32693, 32694]","[9628, 9629, 9630, 9631, 9632, 9633]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,,"[0.437, 0.443, 0.454, 0.466, 0.479]","[0.443, 0.454, 0.466, 0.475, 0.488, 0.43]",,,,,,0.997900740666553,0.0178382813695526,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,,"[-0.8278220838865469, -0.8141855089370014, -0.789658080940789, -0.7635696448564911, -0.7360546815712219]","[-0.8141855089370014, -0.789658080940789, -0.7635696448564911, -0.7444404749474959, -0.7174398731289899, -0.843970070294529]",,,,,
"[114, 114, 114]","[148, 148, 148, 148, 148]","[207, 207, 207]",,,,,"[47550, 47551, 47552]","[39505, 39506, 39507, 39508, 39509]","[51960, 51961, 51962]",,,,,"[323.12, 343.21, 353.16]","[303.15, 313.15, 323.15, 333.15, 343.15]","[313.1, 333.1, 353.1]",,,,,"[620.0, 443.0, 383.0]","[414.0, 335.0, 320.0, 296.0, 279.0]","[177.1, 144.4, 125.1]",,,,,0.9998861586614352,0.9247325246539568,0.995682814294619,,,,,"[0.003094825451844516, 0.0029136680166661814, 0.0028315777551251556]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]","[0.0031938677738741613, 0.0030021014710297205, 0.0028320589068252617]",,,,,"[6.429719478039138, 6.093569770045136, 5.948034989180646]","[6.025865973825314, 5.814130531825066, 5.768320995793772, 5.69035945432406, 5.631211781821365]","[5.176714544788788, 4.972587226458726, 4.829113417472866]",,,,
"[99, 99, 99, 99, 99, 99]","[103, 103, 103, 103, 103]",,,,,,"[28222, 28223, 28224, 28225, 28226, 28227]","[38870, 38871, 38872, 38873, 38874]",,,,,,"[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]","[313.1, 322.9, 333.6, 343.5, 353.5]",,,,,,"[16.3, 15.6, 14.9, 14.3, 13.8, 13.3]","[10.14, 8.15, 6.47, 5.24, 4.38]",,,,,,0.9997150333959642,0.9997730155399606,,,,,,"[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]","[0.0031938677738741613, 0.0030969340353050484, 0.002997601918465228, 0.002911208151382824, 0.002828854314002829]",,,,,,"[2.791165107812717, 2.747270914255491, 2.7013612129514133, 2.6602595372658615, 2.624668592163159, 2.5877640352277083]","[2.316487998163037, 2.0980179272527715, 1.8671761085128091, 1.6563214983329508, 1.4770487243883548]",,,,,
"[41, 41, 41, 41, 41, 41, 41]","[175, 175, 175, 175]",,,,,,"[6762, 6763, 6764, 6765, 6766, 6767, 6768]","[44852, 44853, 44854, 44855]",,,,,,"[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[303.11, 313.16, 323.17, 333.17]",,,,,,"[21.3, 21.2, 21.1, 20.9, 20.8, 20.7, 20.5]","[12.75, 11.9, 11.38, 10.92]",,,,,,0.9805339847203344,0.9900287313032998,,,,,,"[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821]","[0.003299132328197684, 0.0031932558436581935, 0.003094346628709348, 0.00300147072065312]",,,,,,"[3.0587070727153796, 3.054001181677967, 3.0492730404820207, 3.039749158970765, 3.0349529867072724, 3.0301337002713233, 3.0204248861443626]","[2.545531271604435, 2.4765384001174837, 2.431857428698185, 2.390595970316759]",,,,,
"[41, 41, 41, 41, 41, 41, 41]","[175, 175, 175, 175]",,,,,,"[6769, 6770, 6771, 6772, 6773, 6774, 6775]","[44880, 44881, 44882, 44883]",,,,,,"[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[303.16, 313.18, 323.16, 333.14]",,,,,,"[26.9, 26.7, 26.6, 26.5, 26.4, 26.3, 26.1]","[19.17, 18.02, 17.35, 16.65]",,,,,,0.980416002104642,0.9916423534477464,,,,,,"[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821]","[0.0032985882042485815, 0.0031930519190242032, 0.0030944423814828564, 0.003001741009785676]",,,,,,"[3.292126286607793, 3.2846635654062037, 3.2809112157876537, 3.2771447329921766, 3.2733640101522705, 3.269568939183719, 3.261935314328648]","[2.9533465570575532, 2.8914822521801917, 2.8535925063928684, 2.8124102164264526]",,,,,
"[41, 41, 41, 41, 41, 41, 41]","[172, 172, 172, 172]",,,,,,"[6811, 6812, 6813, 6814, 6815, 6816, 6817]","[43732, 43733, 43734, 43735]",,,,,,"[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[303.15, 313.15, 323.15, 333.15]",,,,,,"[14.1, 14.0, 13.9, 13.8, 13.7, 13.6, 13.5]","[10.53, 10.2, 9.77, 9.49]",,,,,,0.996594226411451,0.9947809065325144,,,,,,"[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,,"[2.6461747973841225, 2.6390573296152584, 2.631888840136646, 2.624668592163159, 2.617395832834079, 2.6100697927420065, 2.6026896854443837]","[2.354228326145884, 2.322387720290225, 2.2793164660546914, 2.2502386126218363]",,,,,
"[169, 169, 169, 169]","[186, 186, 186]","[180, 180, 180, 180]",,,,,"[43464, 43465, 43466, 43467]","[47580, 47581, 47582]","[45896, 45897, 45898, 45899]",,,,,"[303.15, 308.15, 313.15, 318.15]","[308.15, 318.15, 328.15]","[313.15, 333.15, 353.15, 373.15]",,,,,"[0.94, 0.96, 0.99, 1.02]","[0.611, 0.602, 0.597]","[0.96, 0.978, 0.99, 1.002]",,,,,0.9912087260176824,0.9798756130134548,0.9956164234316722,,,,,"[0.003298697014679202, 0.0032451728054518907, 0.003193357815743254, 0.0031431714600031434]","[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088]","[0.003193357815743254, 0.0030016509079994, 0.002831657935721365, 0.0026798874447273215]",,,,,"[-0.06187540371808753, -0.040821994520255166, -0.01005033585350145, 0.01980262729617973]","[-0.49265831981054176, -0.507497833673316, -0.515838165589535]","[-0.040821994520255166, -0.022245608947319737, -0.01005033585350145, 0.001998002662673058]",,,,
"[48, 48, 48, 48, 48, 48]","[117, 117, 117, 117, 117]",,,,,,"[8338, 8339, 8340, 8341, 8342, 8343]","[32515, 32516, 32517, 32518, 32519]",,,,,,"[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[318.15, 323.15, 333.15, 343.15, 353.15]",,,,,,"[5.42, 5.3, 5.2, 5.1, 5.0, 4.91]","[5.37, 5.33, 5.24, 5.18, 5.1]",,,,,,0.9993956791459876,0.9974259585293817,,,,,,"[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]",,,,,,"[1.6900958154515549, 1.667706820558076, 1.6486586255873816, 1.62924053973028, 1.6094379124341003, 1.5912739418064292]","[1.6808279085207734, 1.673351238177753, 1.6563214983329508, 1.6448050562713916, 1.62924053973028]",,,,,
"[48, 48, 48, 48, 48, 48]","[117, 117, 117, 117, 117]",,,,,,"[8344, 8345, 8346, 8347, 8348, 8349]","[32500, 32501, 32502, 32503, 32504]",,,,,,"[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[318.15, 323.15, 333.15, 343.15, 353.15]",,,,,,"[2.39, 2.39, 2.39, 2.4, 2.4, 2.41]","[2.46, 2.47, 2.47, 2.48, 2.49]",,,,,,0.8147599651248154,0.9256208675043408,,,,,,"[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]","[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]",,,,,,"[0.8712933659434193, 0.8712933659434193, 0.8712933659434193, 0.8754687373538999, 0.8754687373538999, 0.8796267475025636]","[0.9001613499442714, 0.9042181506398859, 0.9042181506398859, 0.9082585601768908, 0.9122827104766164]",,,,,
"[169, 169, 169, 169]","[186, 186, 186]","[180, 180, 180, 180]",,,,,"[43448, 43449, 43450, 43451]","[47595, 47596, 47597]","[45852, 45853, 45854, 45855]",,,,,"[303.15, 308.15, 313.15, 318.15]","[308.15, 318.15, 328.15]","[313.15, 333.15, 353.15, 373.15]",,,,,"[0.68, 0.69, 0.71, 0.73]","[0.562, 0.559, 0.558]","[0.687, 0.698, 0.713, 0.721]",,,,,0.978027079274778,0.9328247599186305,0.99092127865318,,,,,"[0.003298697014679202, 0.0032451728054518907, 0.003193357815743254, 0.0031431714600031434]","[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088]","[0.003193357815743254, 0.0030016509079994, 0.002831657935721365, 0.0026798874447273215]",,,,,"[-0.3856624808119846, -0.37106368139083207, -0.342490308946776, -0.31471074483970024]","[-0.5762534290884459, -0.5816058058270378, -0.583396316600826]","[-0.37542098675978763, -0.35953617621976464, -0.33827385856784115, -0.327116141697188]",,,,
"[169, 169, 169, 169]","[186, 186, 186]","[180, 180, 180, 180]",,,,,"[43424, 43425, 43426, 43427]","[47607, 47608, 47609]","[45876, 45877, 45878, 45879]",,,,,"[303.15, 308.15, 313.15, 318.15]","[308.15, 318.15, 328.15]","[313.15, 333.15, 353.15, 373.15]",,,,,"[1.0, 1.02, 1.04, 1.09]","[0.558, 0.549, 0.543]","[1.032, 1.065, 1.101, 1.122]",,,,,0.939243375289799,0.9913608457346332,0.994430530011004,,,,,"[0.003298697014679202, 0.0032451728054518907, 0.003193357815743254, 0.0031431714600031434]","[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088]","[0.003193357815743254, 0.0030016509079994, 0.002831657935721365, 0.0026798874447273215]",,,,,"[0.0, 0.01980262729617973, 0.03922071315328133, 0.08617769624105241]","[-0.583396316600826, -0.5996568374726063, -0.6106459590482015]","[0.031498667059371016, 0.06297479916138839, 0.0962188577405429, 0.11511280710050467]",,,,
"[169, 169, 169, 169]","[186, 186, 186]","[180, 180, 180, 180]",,,,,"[43416, 43417, 43418, 43419]","[47619, 47620, 47621]","[45860, 45861, 45862, 45863]",,,,,"[303.15, 308.15, 313.15, 318.15]","[308.15, 318.15, 328.15]","[313.15, 333.15, 353.15, 373.15]",,,,,"[0.53, 0.55, 0.58, 0.63]","[0.511, 0.524, 0.532]","[0.836, 0.865, 0.886, 0.899]",,,,,0.9634069095579424,0.984745976147602,0.9840947784805604,,,,,"[0.003298697014679202, 0.0032451728054518907, 0.003193357815743254, 0.0031431714600031434]","[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088]","[0.003193357815743254, 0.0030016509079994, 0.002831657935721365, 0.0026798874447273215]",,,,,"[-0.6348782724359695, -0.5978370007556204, -0.5447271754416722, -0.4620354595965587]","[-0.6713856887784326, -0.6462635946610948, -0.6311117896404926]","[-0.17912666589743548, -0.14502577205025774, -0.1210383283770561, -0.10647224451051676]",,,,
"[169, 169, 169, 169]","[204, 204, 204]","[180, 180, 180, 180]",,,,,"[43404, 43405, 43406, 43407]","[51159, 51160, 51161]","[45836, 45837, 45838, 45839]",,,,,"[303.15, 308.15, 313.15, 318.15]","[302.45, 322.35, 342.45]","[313.15, 333.15, 353.15, 373.15]",,,,,"[1.42, 1.4, 1.39, 1.38]","[1.53, 1.21, 1.0]","[1.28, 1.152, 1.072, 0.953]",,,,,0.9717112570914666,0.9992830582691196,0.9870648769712106,,,,,"[0.003298697014679202, 0.0032451728054518907, 0.003193357815743254, 0.0031431714600031434]","[0.003306331625061994, 0.0031022180859314407, 0.0029201343261790044]","[0.003193357815743254, 0.0030016509079994, 0.002831657935721365, 0.0026798874447273215]",,,,,"[0.35065687161316933, 0.3364722366212129, 0.3293037471426003, 0.3220834991691132]","[0.4252677354043441, 0.1906203596086497, 0.0]","[0.2468600779315258, 0.14149956227369942, 0.0695260626486103, -0.048140375327934984]",,,,
"[137, 137, 137, 137, 137]","[21, 21, 21, 21, 21, 21]",,,,,,"[37160, 37161, 37162, 37163, 37164]","[8890, 8891, 8892, 8893, 8894, 8895]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15]","[328.15, 338.15, 348.15, 358.15, 368.15, 378.15]",,,,,,"[1.42, 1.34, 1.29, 1.25, 1.22]","[1.04, 0.976, 0.925, 0.879, 0.831, 0.796]",,,,,,0.9815937621091242,0.9994694109418012,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821]","[0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994, 0.0026444532592886424]",,,,,,"[0.35065687161316933, 0.29266961396282004, 0.25464221837358075, 0.22314355131420976, 0.19885085874516517]","[0.03922071315328133, -0.024292692569044587, -0.0779615414697118, -0.12897038129696006, -0.18512548412668892, -0.22815609313775398]",,,,,
"[160, 160, 160, 160]","[181, 181, 181, 181]","[206, 206, 206]",,,,,"[40900, 40901, 40902, 40903]","[46116, 46117, 46118, 46119]","[51879, 51880, 51881]",,,,,"[313.76, 323.02, 333.25, 343.58]","[313.76, 323.02, 333.25, 343.58]","[306.6, 315.9, 325.3]",,,,,"[0.908, 0.914, 0.919, 0.921]","[0.908, 0.914, 0.919, 0.921]","[0.99, 1.01, 1.03]",,,,,0.95957854170732,0.95957854170732,0.9999313949760402,,,,,"[0.003187149413564508, 0.0030957835428146864, 0.003000750187546887, 0.002910530298620409]","[0.003187149413564508, 0.0030957835428146864, 0.003000750187546887, 0.002910530298620409]","[0.0032615786040443573, 0.003165558721114277, 0.003074085459575776]",,,,,"[-0.09651090038084373, -0.08992470752798701, -0.08446915662644996, -0.08229524272683016]","[-0.09651090038084373, -0.08992470752798701, -0.08446915662644996, -0.08229524272683016]","[-0.01005033585350145, 0.009950330853168092, 0.02955880224154443]",,,,
"[160, 160, 160, 160]","[181, 181, 181, 181]","[206, 206, 206]",,,,,"[40836, 40837, 40838, 40839]","[46344, 46345, 46346, 46347]","[51882, 51883, 51884]",,,,,"[313.76, 323.02, 333.25, 343.58]","[313.76, 323.02, 333.25, 343.58]","[306.6, 315.9, 325.3]",,,,,"[1.078, 0.995, 0.916, 0.838]","[1.078, 0.995, 0.916, 0.838]","[1.01, 0.98, 0.907]",,,,,0.9991173695020976,0.9991173695020976,0.9327046305980832,,,,,"[0.003187149413564508, 0.0030957835428146864, 0.003000750187546887, 0.002910530298620409]","[0.003187149413564508, 0.0030957835428146864, 0.003000750187546887, 0.002910530298620409]","[0.0032615786040443573, 0.003165558721114277, 0.003074085459575776]",,,,,"[0.07510747248680548, -0.005012541823544286, -0.08773891430800675, -0.17673717850005405]","[0.07510747248680548, -0.005012541823544286, -0.08773891430800675, -0.17673717850005405]","[0.009950330853168092, -0.020202707317519466, -0.09761282886700041]",,,,
"[207, 207, 207]","[181, 181, 181, 181]","[159, 159, 159, 159]",,,,,"[51942, 51943, 51944]","[45940, 45941, 45942, 45943]","[40828, 40829, 40830, 40831]",,,,,"[313.1, 333.1, 353.1]","[313.79, 323.11, 333.54, 343.92]","[313.0, 323.0, 333.0, 343.0]",,,,,"[84.8, 73.7, 67.4]","[86.3, 82.8, 76.6, 73.0]","[86.3, 82.8, 76.6, 73.0]",,,,,0.9914298315562942,0.988867438358854,0.9842544871476452,,,,,"[0.0031938677738741613, 0.0030021014710297205, 0.0028320589068252617]","[0.0031868447050575222, 0.003094921234254588, 0.002998141152485459, 0.0029076529425447776]","[0.003194888178913738, 0.0030959752321981426, 0.003003003003003003, 0.0029154518950437317]",,,,,"[4.440295542797857, 4.300002799195291, 4.210645017918261]","[4.457829598089382, 4.416428061391214, 4.338597076746545, 4.290459441148391]","[4.457829598089382, 4.416428061391214, 4.338597076746545, 4.290459441148391]",,,,
"[160, 160, 160, 160]","[181, 181, 181, 181]","[206, 206, 206]",,,,,"[40820, 40821, 40822, 40823]","[46348, 46349, 46350, 46351]","[51816, 51817, 51818]",,,,,"[313.74, 322.99, 333.24, 343.55]","[313.74, 322.99, 333.24, 343.55]","[306.6, 315.9, 325.3]",,,,,"[1.754, 1.602, 1.454, 1.33]","[1.754, 1.602, 1.454, 1.33]","[1.7, 1.62, 1.49]",,,,,0.9999711937057988,0.9999711937057988,0.972044133733494,,,,,"[0.003187352584942946, 0.0030960710857921296, 0.0030008402352658743, 0.0029107844564110028]","[0.003187352584942946, 0.0030960710857921296, 0.0030008402352658743, 0.0029107844564110028]","[0.0032615786040443573, 0.003165558721114277, 0.003074085459575776]",,,,,"[0.5618988939499913, 0.4712528486461675, 0.3743183791113276, 0.28517894223366247]","[0.5618988939499913, 0.4712528486461675, 0.3743183791113276, 0.28517894223366247]","[0.5306282510621704, 0.4824261492442928, 0.3987761199573678]",,,,
"[207, 207, 207]","[181, 181, 181, 181]","[159, 159, 159, 159]",,,,,"[51924, 51925, 51926]","[45984, 45985, 45986, 45987]","[40784, 40785, 40786, 40787]",,,,,"[313.1, 333.1, 353.1]","[313.79, 322.99, 333.24, 343.55]","[313.0, 323.0, 333.0, 343.0]",,,,,"[2.66, 2.69, 2.73]","[2.632, 2.652, 2.671, 2.688]","[2.632, 2.652, 2.671, 2.688]",,,,,0.9872201144123922,0.998587305492596,0.999830652281908,,,,,"[0.0031938677738741613, 0.0030021014710297205, 0.0028320589068252617]","[0.0031868447050575222, 0.0030960710857921296, 0.0030008402352658743, 0.0029107844564110028]","[0.003194888178913738, 0.0030959752321981426, 0.003003003003003003, 0.0029154518950437317]",,,,,"[0.9783261227936078, 0.9895411936137477, 1.0043016091968684]","[0.9677440134630708, 0.9753140723236161, 0.9824529341278238, 0.9887974226609032]","[0.9677440134630708, 0.9753140723236161, 0.9824529341278238, 0.9887974226609032]",,,,
